,sent_no,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
2140,2140,-0.029818357767253507,-0.04150655631722565,-0.05026114422880564,0.04027033118588012,0.07361231173252752,-0.04474274958973687,-0.05133255157567704,-0.0759248873923761,-0.047196687067577105,-0.09022239646047832,-0.053290536725293366,-0.11877974386634209,0.10708815799447945,-0.1611982646242434,-0.5993977578646282,1.2219896901284195,0.5122467840548546,0.09859276865590487,-0.19642180022521957,-0.3600966321541144,-0.793601461842805,-0.9664559388859675,-0.3996671948659754,0.31288403967325,0.3610365771787914,-0.09480619337248387,-0.5959726120989163,1.7358325489439872,0.4221572233032234,-0.5673324336823169,-1.3044128833294195
2141,2141,-0.03283178446002485,-0.04461715106429781,-0.04536629239424365,0.037040239822439924,0.07411989897872044,-0.04726725685144906,-0.054276524210877405,-0.07968557061146256,-0.04631188058974881,-0.09237972128640151,-0.05172203210158272,-0.11595543957964771,0.07641762674813228,-0.19254719210901614,-0.5458998769246981,1.2207797949142083,0.4704772649501354,0.0693783873489689,-0.19642180022521957,-0.3967009231419375,-0.7028454329551235,-1.0243222163234005,-0.4286118670735349,0.3959916199316472,0.3889012998301595,0.010833545062145813,-0.5951939734018107,1.7436616957711406,0.5202133727857837,-0.44240539010072427,-1.3030959794817747
2142,2142,-0.024901714215889752,-0.036431375414107896,-0.04564742241146806,0.044324652759301614,0.07808463518032673,-0.04248282837556017,-0.05223925055961411,-0.08459673205469442,-0.043467859768157854,-0.09413727473389821,-0.04559062947773449,-0.11043707822423734,-0.019625287566216794,-0.21998715339415448,-0.6385873378316292,1.17485174970275,0.5396613697073864,-0.013870647607681514,-0.16163807084001566,-0.30037384159503516,-0.7028454329551235,-0.9857446980317786,-0.37072252265841593,0.3962978913146624,0.44955261115197054,0.05174207943114529,-0.6367248113357236,1.8351884084832721,0.5399203769778504,-0.44240539010072427,-1.304108453124639
2143,2143,-0.021729686118235714,-0.033157065154031926,-0.042529152380140066,0.046329537053850706,0.0844433649609921,-0.03987011228978773,-0.04556634528326579,-0.07920421052248014,-0.04081344033467297,-0.08525631754671394,-0.041718115050394924,-0.1086337741347241,0.024908683089714858,-0.17446814345303818,-0.5937280009189263,1.260522039325657,0.5689795052124521,0.02264732902598857,-0.0011363792569625405,-0.261843008976274,-0.6574674185112824,-0.8893009023027234,-0.34177785045085646,0.39656099916527116,0.4259336595441655,0.07886188971028724,-0.5308244914025635,1.8353514827551083,0.5402680134629997,-0.44240539010072427,-1.2913725676275831
2144,2144,-0.01490982570827953,-0.026117298094868603,-0.033174342286156074,0.05017223195173646,0.08711009198576679,-0.029813317497146403,-0.04556634528326579,-0.07920421052248014,-0.04435266624598616,-0.08516717933395668,-0.043439232573656957,-0.1056641266145134,0.09701184882467442,-0.10077014011907225,-0.49503745971098034,1.3047976427955705,0.567421724423099,0.062473795021627164,-0.01568745723215197,-0.17900171884593802,-0.5213333751797602,-0.8893009023027234,-0.22599916162061826,0.47965578728613056,0.48623525443283283,0.07862788822116636,-0.377791029242099,1.9042926326285305,0.5433056362061964,-0.31747834651913115,-1.2756059147041492
2145,2145,-0.015227028518044935,-0.026444729120876198,-0.033174342286156074,0.04972670210850333,0.08760000206418184,-0.029813317497146403,-0.04556634528326579,-0.07920421052248014,-0.048776698635127645,-0.08641016218962737,-0.045503262036793814,-0.10695368693008646,0.10121055184387076,-0.09647856670543732,-0.49503745971098034,1.2478667919953204,0.4833157639175797,0.062473795021627164,-0.01568745723215197,-0.18285480210781416,-0.5213333751797602,-0.8893009023027234,-0.22599916162061826,0.3967678012505566,0.48281370320844524,0.15513045898201644,-0.2539657869695159,1.9110105357909228,0.5324315498394961,-0.44240539010072427,-1.2400105442926599
2146,2146,-0.012848007444804407,-0.027263306685895192,-0.023633088211779625,0.04322998593447781,0.0881050640006922,-0.02741799983445858,-0.05708896871180241,-0.08564872934285299,-0.04371363934533239,-0.08608512284815897,-0.03871519037838058,-0.11012334849357427,0.17309773257832448,-0.048497070933374346,-0.32519423648264306,1.2990050006097114,0.5553949562143228,0.18947533078095938,-0.03217296661044452,-0.19248751026250452,-0.33982131740439686,-1.1014772529066446,-0.1970544894130588,0.3967953271893657,0.4346401683912056,0.20449655726190324,-0.3469227351501486,1.9105430569439608,0.5362725452140282,-0.44240539010072427,-1.2396381811538388
2147,2147,-0.017606049591285464,-0.03217477207600914,-0.03264955133361172,0.037103950590022264,0.08703180738560767,-0.030566595098093695,-0.0683023110051871,-0.08816321454954518,-0.04223896188228522,-0.09421560831480609,-0.03731150798621152,-0.11290298382843944,0.05360054974475173,-0.1706373915295643,-0.48568787930243296,1.2863769728810504,0.4874483407157221,0.09425228688678018,-0.03217296661044452,-0.2502837591906458,-0.43057734629207833,-1.1979210486356995,-0.22599916162061826,0.39684772976365473,0.37430600188628316,0.28106576874747763,-0.3320507700040086,1.9104647122004947,0.5364270356685064,-0.44240539010072427,-1.3053487080254957
2148,2148,-0.015227028518044935,-0.029719039380952172,-0.029976653634885123,0.03738240674204297,0.085243888130361,-0.02807643343110596,-0.06611237306660536,-0.08466207921782591,-0.04518831680837954,-0.09404273420521625,-0.03848146916456091,-0.11849951225513329,0.09750661829110009,-0.12576017215747187,-0.4267187495220858,1.2788230954190971,0.510048776200332,0.14225641382287868,0.06346647710589041,-0.22138563472657533,-0.38519933184823757,-1.1593435303440776,-0.1970544894130588,0.3143674533849648,0.3329195908819573,0.17302761729378127,-0.4235722304690398,1.8956634187029542,0.4388011342052996,-0.5673324336823169,-1.3529714759986318
2149,2149,-0.01062758777644658,-0.024971289503842017,-0.027747225035889375,0.03515475752587731,0.09284759558452442,-0.03041389427338917,-0.06145802180260059,-0.08693818533647515,-0.046957929764036135,-0.09372174660069137,-0.04071591527112051,-0.13120538800973436,0.11335672218856596,-0.10955948252100038,-0.4478656437424218,1.274954017313557,0.5640381111244438,0.14656009864169195,0.06346647710589041,-0.1655159274293718,-0.33982131740439686,-1.0821884937608333,-0.22599916162061826,0.39725874918749093,0.29350971873761006,0.1521989330972532,-0.5232686415757788,1.9014393532656761,0.43744223526526876,-0.5673324336823169,-1.3681209647871317
2150,2150,-0.01142059480086009,-0.02906417732893698,-0.023800570966482835,0.038329157658913364,0.08599895572544398,-0.03538206157972842,-0.06362764057395152,-0.09384657697682343,-0.043418703852722944,-0.10229747293813106,-0.03932532874291239,-0.13524960266343622,0.16581138477577909,-0.10644339171021115,-0.35457891836437455,1.2497193632098433,0.6155369002635667,0.13638895660547726,0.05333440692369197,-0.21367946820282305,-0.29444330296055576,-1.1207660120524554,-0.2838885060357372,0.47950953928669005,0.2882180820137294,0.14832172642914404,-0.42419106544287694,1.9007611161016758,0.4370415978919402,-0.5673324336823169,-1.2822476227104163
2151,2151,-0.007455559678792541,-0.03151991002399396,-0.025145220377805557,0.04099467360500854,0.08400648638591063,-0.035611125524113024,-0.06346021935182039,-0.09293815937103822,-0.04535685137558493,-0.10220113163747423,-0.035622880814681346,-0.12351623592217208,0.16855328739078768,-0.18180592896077402,-0.4105361189722766,1.190037674350663,0.6542797615766821,0.14141023357411794,0.09806433115966554,-0.24257759266689358,-0.29444330296055576,-1.1014772529066446,-0.2838885060357372,0.3970453424659766,0.248362869420162,0.14704019659959433,-0.42076813499383053,1.9846792687532289,0.42489900035675254,-0.5673324336823169,-1.2491870337207862
2152,2152,-0.00491793720066931,-0.025626151555857218,-0.02545056230334338,0.04344508774279076,0.0867161436752887,-0.02346527075441539,-0.0640848374766562,-0.09303756068960439,-0.04624165785341322,-0.09349259836688609,-0.03687780762457641,-0.11945613369975662,0.2721176191030474,-0.04785593261311558,-0.3318837451693898,1.2698207124602696,0.707546922068163,0.3262331865860539,0.15210567806853467,-0.17322209395312382,-0.29444330296055576,-1.1014772529066446,-0.1391651449979399,0.4800917950780143,0.289528583827787,0.1369436580152048,-0.4141675198827335,1.983883342840027,0.5130138105424232,-0.5673324336823169,-1.289097936317165
2153,2153,-0.0030147203420768866,-0.023661565399811634,-0.02545056230334338,0.044280456198852874,0.09017834325006717,-0.02346527075441539,-0.05959529922459472,-0.08643381568300984,-0.04624165785341322,-0.084523403352932,-0.03687780762457641,-0.11739378590437753,0.3029431824116675,-0.01634854393838271,-0.3318837451693898,1.3366542839368598,0.7693858180270239,0.3262331865860539,0.15210567806853467,-0.15010359438186724,-0.29444330296055576,-1.0436109754692113,-0.1391651449979399,0.39822508692203257,0.37051237608193544,0.16151409807071918,-0.46109999639639376,1.9840981599579643,0.513292876084675,-0.44240539010072427,-1.2031460212859204
2154,2154,0.0003159091604598536,-0.020223539626731873,-0.019699485169724626,0.05029510908250014,0.10012806339932118,-0.015941554267018994,-0.056910793598134245,-0.07687104068391332,-0.04706747723271964,-0.07627766847989165,-0.03687780762457641,-0.11453528621792555,0.33236145740586626,0.013720428852236368,-0.22476646620109966,1.460991276498958,0.8699130581258344,0.43355050784722815,0.21415168302966955,-0.10964622013216827,-0.2036872740728743,-1.0050334571775894,-0.05233112837526114,0.3981753485487487,0.3924061380894231,0.18179512644751797,-0.5470225678875508,1.9841157737258708,0.5133388127271031,-0.44240539010072427,-1.251007859031217
2155,2155,0.003487937258113892,-0.016949229366655907,-0.017083243521673303,0.04951543185684216,0.10406249588473684,-0.013468977723822844,-0.05584484213751246,-0.07687104068391332,-0.04706747723271964,-0.06763711435135573,-0.03687780762457641,-0.10845271188080166,0.36337093429460404,0.04541579906013115,-0.19353043333113884,1.4994201978697541,0.8619740745391693,0.4589783629377653,0.21415168302966955,-0.07111538751340737,-0.15830925962903353,-0.9857446980317786,-0.02338645616770168,0.31677703076573943,0.4500214114100761,0.230905471447091,-0.5460980464326028,1.9856669386820998,0.6108526092103417,-0.31747834651913115,-1.1325268428228803
2156,2156,0.005391154116706314,-0.014984643210610327,-0.01446700187362198,0.04928152868914476,0.10799187775078742,-0.013468977723822844,-0.05584484213751246,-0.07687104068391332,-0.0487264893786477,-0.06585164893824819,-0.038158238221989146,-0.103122535500236,0.3819766204278466,0.06443302118486789,-0.162294400461178,1.5264515439069337,0.9009753129344948,0.4589783629377653,0.2040196128474711,-0.04799688794215079,-0.11293124518519247,-0.9857446980317786,-0.02338645616770168,0.40001477698265464,0.38386106012767457,0.295872447891205,-0.548965698850222,1.9861387674212283,0.6114402601106675,-0.31747834651913115,-1.0063701770330533
2157,2157,0.001267517589756065,-0.019241246548709085,-0.01183273271639057,0.049894132223590314,0.10684791246459147,-0.01847507375034006,-0.05030177322922193,-0.0741798420219924,-0.04813661839342884,-0.07379035218956909,-0.04019753942386411,-0.10419501926229685,0.338212747677905,0.01970114281369878,-0.13057405913067377,1.5154057306334856,0.911365363234739,0.4037683717629314,0.15257378329831733,-0.09808697034653985,-0.06755323074135172,-0.8893009023027234,-0.08127580058282098,0.4001784279502633,0.4301851513120884,0.30145202642535496,-0.5487599600025063,1.986171745865068,0.6114859799326121,-0.31747834651913115,-0.9279435093643186
2158,2158,-0.004600734390903906,-0.025298720529849623,-0.017358182995896164,0.0510302333238348,0.11066113008524464,-0.026855636033622544,-0.05030177322922193,-0.06658208382973621,-0.04017336009297416,-0.08271362751816337,-0.03360311061990379,-0.09943447615515749,0.4302761139630191,0.11380084296218736,0.11400032675835636,1.6736194304528518,0.8900040418683741,0.30832368975495744,0.15257378329831733,-0.16936901069124768,-0.15830925962903353,-0.8893009023027234,-0.16810981720549936,0.4001716867520072,0.5020457082610932,0.2632604921937,-0.4960142084474622,1.986175628912747,0.7062874078378952,-0.31747834651913115,-0.8628768121723843
2159,2159,-0.003966328771373098,-0.024643858477834433,-0.011438154761453514,0.05879754120678211,0.10515595497728177,-0.028914165648767334,-0.047110458591116816,-0.06002251718694883,-0.028007271022835074,-0.07383267033097911,-0.02529458126538725,-0.10762223006291426,0.47732223036486876,0.16188756437159937,0.19472172253527253,1.6534284817438754,0.9902880016842783,0.31547632328726566,0.11368439159018075,-0.17129555232218574,-0.06755323074135172,-0.8507233840111015,-0.1970544894130588,0.39988386117445945,0.4567353174296869,0.15374682214513666,-0.5425833023489682,1.986064009141886,0.6271666570468996,-0.44240539010072427,-0.7901713060672775
2160,2160,0.006342762546002527,-0.014002350132587542,-0.002184362630300406,0.06514634147285422,0.1091282671079357,-0.023633526888888028,-0.04035676569137612,-0.04596091214015416,-0.012906573801232134,-0.06488688535269864,-0.008946134097312501,-0.10826104944386689,0.6837261795660224,0.3728569272465354,0.326522488822689,1.7122433602745653,1.1716645946451556,0.4832152915182657,0.19146317500645393,-0.06533576262059317,0.06858081259017053,-0.7928571065736685,-0.16810981720549936,0.316841232299186,0.3930731674481814,0.2027047356808174,-0.5875240309804735,1.8940421529276825,0.7235223332877977,-0.5673324336823169,-0.7549774917468879
2161,2161,0.006342762546002527,-0.014002350132587542,-0.002184362630300406,0.06247316241345544,0.11119397042826307,-0.023633526888888028,-0.04035676569137612,-0.04596091214015416,-0.012906573801232134,-0.05622607253944519,-0.008946134097312501,-0.10826104944386689,0.6837261795660224,0.3728569272465354,0.326522488822689,1.723099570629193,1.1053009844620583,0.4832152915182657,0.19146317500645393,-0.06533576262059317,0.06858081259017053,-0.7735683474278575,-0.16810981720549936,0.31683620681658187,0.43591151375435583,0.15482412421966704,-0.5396417313402851,1.894280120039921,0.6469779196614385,-0.5673324336823169,-0.7533879972310511
2162,2162,0.005549755521589018,-0.016458082827644518,-0.002184362630300406,0.05812924644193242,0.11591882484431745,-0.023967393219611458,-0.045270556768735995,-0.04732583950528026,-0.022639445057343402,-0.057792744157603104,-0.018425642126052272,-0.10699733342738559,0.6588542202235766,0.34743482928651354,0.326522488822689,1.793881091082103,1.0919362714892533,0.44019601122003404,0.19146317500645393,-0.09038080382278782,0.06858081259017053,-0.7928571065736685,-0.16810981720549936,0.31699114016095775,0.41237592396624734,0.15320661036512437,-0.6903395260200776,1.8942590516228057,0.6473785921948456,-0.5673324336823169,-0.7463045415567953
2163,2163,0.004756748497175508,-0.017276660392663505,-0.002184362630300406,0.05545606738253363,0.10896412197856985,-0.023967393219611458,-0.045270556768735995,-0.04732583950528026,-0.02042742886277266,-0.0578021982104713,-0.01699309360939579,-0.10652141592009208,0.6447713421711919,0.3330404544615363,0.326522488822689,1.6594232681033796,1.0381125553084363,0.44019601122003404,0.19146317500645393,-0.10001351197747792,0.06858081259017053,-0.7928571065736685,-0.16810981720549936,0.3167593944006519,0.34421406574974245,0.08076059266815462,-0.6931920698026001,1.8942438929076757,0.5513822314451382,-0.6922594772639096,-0.8547336877613579
2164,2164,0.0031707344483484887,-0.01891381552270149,-0.002184362630300406,0.05408606311459175,0.11331523056160656,-0.03420039275512394,-0.045270556768735995,-0.05202531295526936,-0.019542622384944364,-0.06632525196764535,-0.0177770397593294,-0.1109977287893253,0.5660546582962033,0.25258264971018546,0.2775769395303111,1.7186966198732627,0.9929018474677531,0.20750483737278105,0.19146317500645393,-0.11927892828685863,0.06858081259017053,-0.7928571065736685,-0.2838885060357372,0.31674194177356463,0.2569951279406554,-0.0348668930646523,-0.7394154915236099,1.9851149664751542,0.5510502060347979,-0.6922594772639096,-0.8442212616255261
2165,2165,0.005073951306940911,-0.013674919106579942,0.003780465531686936,0.05809583170368993,0.11376726099478332,-0.02646630368445946,-0.04275206156189025,-0.05202531295526936,-0.013643912532755712,-0.06632840331860143,-0.01243632015915764,-0.11476810994718781,0.5888418769666136,0.31469263708454825,0.3540892816505182,1.7165454771842765,1.0204845733745012,0.30093274271065185,0.19146317500645393,-0.08074809566809747,0.20471485592169308,-0.7542795882820466,-0.1970544894130588,0.23358624202264333,0.2755984126289177,-0.1420865509326113,-0.74140399515991,1.9846367199973913,0.45462118001034674,-0.8171865208455021,-0.956400472851439
2166,2166,0.006977168165533335,-0.01171033295053436,0.013321719606063384,0.06766358508712142,0.11617893174162026,-0.02407098602177164,-0.03575730616269046,-0.05279383240899849,-0.011422065155097989,-0.06719367425253807,-0.01014814466155954,-0.12250559024180717,0.5843662429985774,0.2909961984141832,0.404291537990917,1.7035527953939227,1.0130870129195233,0.27534459085793234,0.0586829080022412,-0.05762959609684088,0.3862269136970564,-0.6385470334071806,-0.16810981720549936,0.1505833775267698,0.29314631511165795,-0.11727766559532321,-0.8881131889419296,2.000027703990339,0.4531174713574239,-0.8171865208455021,-0.8995308581804881
2167,2167,0.01633465105361275,-0.002051117683310257,0.021468115044313733,0.06905586584722495,0.11941637875465165,-0.026574034035030242,-0.029055428444884863,-0.046103571439948185,-0.008767645721613095,-0.06724274528885393,-0.005849339311410153,-0.12845029822463389,0.6836765696234451,0.39250315317952883,0.5060229518054354,1.7343636277049277,0.9676878478494018,0.24773959527051514,0.0586829080022412,0.03677094381912353,0.47698294258473806,-0.5421032376781256,-0.1970544894130588,0.0673965168041677,0.20403757312042242,-0.13263068875894515,-0.9457642771519406,1.9085623813283397,0.3548942089522404,-0.9421135644270947,-0.9518194780605189
